ano_laudo;documento;substancia;qtd_comprimidos_unidades;qtd_selos_unidades;qnt_solido_gramas;qtd_erva_gramas;qtd_papel_gramas;volume_ml;Grupo;Observação
2022;Laudo 2434/2022-SETEC/SR/PF/MG;MDMA;20;;;;;;drogas clássicas;
2022;Laudo 2435/2022-SETEC/SR/PF/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;MDA;101;;;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;MDA;100;;;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;MDA;;;101,52;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;MDA;100;;;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;LSD;;25;;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;MDA;101;;;;;;drogas clássicas;
2022;Laudo 247/2022-SETEC/SR/PF/MT;MDA;90;;;;;;drogas clássicas;
2022;Laudo 248/2022-SETEC/SR/PF/GO;MDMA;20;;;;;;drogas clássicas;
2022;Laudo 248/2022-SETEC/SR/PF/PR;Alfa-PHP;;;1,91;;;;catinonas sintéticas;
2022;Laudo 2481/2022-INC/DITEC/PF;2C-B;5;;;;;;Feniletilaminas;
2022;Laudo 2482/2022-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 249/2022-SETEC/SR/PF/GO;MDMA;31;;;;;;drogas clássicas;
2022;Laudo 250/2022-NUTEC/DPF/PTS/RS;Metanfetamina;;;982,34;;;;drogas clássicas;
2022;Laudo 250/2022-SETEC/SR/PF/CE;MDA;407;;;;;;drogas clássicas;
2022;Laudo 2500/2022-INC/DITEC/PF;MDMA;;;5,02;;;;drogas clássicas;
2022;Laudo 251/2022-SETEC/SR/PF/MT;MDA;39;;;;;;drogas clássicas;
2022;Laudo 2518/2022-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 2520/2022-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 2526/2022-SETEC/SR/PF/MG;MDA;100;;;;;;drogas clássicas;
2022;Laudo 2533/2022-INC/DITEC/PF;MDMA;;;5,06;;;;drogas clássicas;
2022;Laudo 2538/2022-INC/DITEC/PF;MDMA;;;24,73;;;;drogas clássicas;
2022;Laudo 2543/2022-INC/DITEC/PF;MDMA;20;;;;;;drogas clássicas;
2022;Laudo 256/2022-NUCRIM/SETEC/SR/PF/RJ;GBL;;;;;;2750,00;outras substâncias sintéticas;
2022;Laudo 257/2022-SETEC/SR/PF/CE;LSD;;100;;;;;drogas clássicas;
2022;Laudo 257/2022-SETEC/SR/PF/PE;MDA;;;3,09;;;;drogas clássicas;
2022;Laudo 2584/2022-INC/DITEC/PF;MDMA;;;17,00;;;;drogas clássicas;
2022;Laudo 2602/2022-SETEC/SR/PF/SP;DMT;;;1636,32;;;;drogas clássicas;
2022;Laudo 2603/2022-SETEC/SR/PF/SP;cetamina;;;430,80;;;;Aril-ciclo-alquilaminas;
2022;Laudo 2611/2022-SETEC/SR/PF/SP;DMT;;;2089,80;;;;drogas clássicas;
2022;Laudo 263/2022-NUCRIM/SETEC/SR/PF/RJ;GBL;;;;;;3000,00;outras substâncias sintéticas;
2022;Laudo 264/2022-NUCRIM/SETEC/SR/PF/RJ;GBL;;;;;;2800,00;outras substâncias sintéticas;
2022;Laudo 264/2022-SETEC/SR/PF/PR;MDMA;50;;;;;;drogas clássicas;
2022;Laudo 2647/2022-INC/DITEC/PF;MDA;121;;;;;;drogas clássicas;
2022;Laudo 265/2022-SETEC/SR/PF/PR;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 2659/2022-SETEC/SR/PF/SP;MDMA;;;1,00;;;;drogas clássicas;
2022;Laudo 267/2022-SETEC/SR/PF/TO;Metanfetamina;10;;;;;;drogas clássicas;
2022;Laudo 268/2022-NUTEC/DPF/DRS/MS;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 268/2022-NUTEC/DPF/DRS/MS;2C-B;6;;;;;;Feniletilaminas;
2022;Laudo 269/2022-NUTEC/DPF/PTS/RS;DMT;;;4042,00;;;;drogas clássicas;
2022;Laudo 272/2022-NUTEC/DPF/PTS/RS;MDA;985;;;;;;drogas clássicas;
2022;Laudo 273/2022-SETEC/SR/PF/GO;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 273/2022-SETEC/SR/PF/GO;MDMA;;;8,21;;;;drogas clássicas;
2022;Laudo 2736/2022-SETEC/SR/PF/RJ;GBL;;;;;;;outras substâncias sintéticas;
2022;Laudo 2742/2022-SETEC/SR/PF/SP;Metanfetamina;;;5943,00;;;;drogas clássicas;
2022;Laudo 2756/2022-SETEC/SR/PF/SP;DMT;;;35,60;;;;drogas clássicas;
2022;Laudo 2770/2022-INC/DITEC/PF;ADB-BUTINACA;;;;0,89;;;canabinoides sintéticos;
2022;Laudo 2770/2022-SETEC/SR/PF/SP;DMT;;;3680,00;;;;drogas clássicas;
2022;Laudo 2788/2022-SETEC/SR/PF/SP;DMT;;;82,30;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDMA;2;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDMA;3;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;6;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;22;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;58;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;12;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;25;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;1;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;70;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;MDA;4;;;;;;drogas clássicas;
2022;Laudo 2794/2022-SETEC/SR/PF/RJ;Metanfetamina;2;;;;;;drogas clássicas;
2022;Laudo 280/2022-SETEC/SR/PF/GO;MDMA;47;;;;;;drogas clássicas;
2022;Laudo 2809/2022-INC/DITEC/PF;ADB-BUTINACA;;;251,95;;;;canabinoides sintéticos;
2022;Laudo 281/2022-SETEC/SR/PF/CE;MDMA;28;;;;;;drogas clássicas;
2022;Laudo 2839/2022-INC/DITEC/PF;2C-B;10;;;;;;Feniletilaminas;
2022;Laudo 2839/2022-SETEC/SR/PF/RJ;MDMA;;;100,00;;;;drogas clássicas;
2022;Laudo 284/2022-SETEC/SR/PF/GO;MDMA;;;26,57;;;;drogas clássicas;
2022;Laudo 2868/2022-SETEC/SR/PF/SP;DMT;;;815,00;;;;drogas clássicas;
2022;Laudo 2869/2022-SETEC/SR/PF/SP;DMT;;;866,00;;;;drogas clássicas;
2022;Laudo 287/2022-SETEC/SR/PF/GO;MDMA;;;9,22;;;;drogas clássicas;
2022;Laudo 2882/2022-INC/DITEC/PF;MDMA;26;;;;;;drogas clássicas;
2022;Laudo 2889/2022-SETEC/SR/PF/SP;DMT;;;880,23;;;;drogas clássicas;
2022;Laudo 291/2022-SETEC/SR/PF/PB;Bufotenina;;;;;;1,00;Triptamina;
2022;Laudo 292/2022-SETEC/SR/PF/CE;Cetamina;;;8,38;;;;Aril-ciclo-alquilaminas;
2022;Laudo 292/2022-SETEC/SR/PF/GO;MDMA;;;10,40;;;;drogas clássicas;
2022;Laudo 2921/2022-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 2925/2022-INC/DITEC/PF;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 293/2022-SETEC/SR/PF/GO;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 294/2022-SETEC/SR/PF/GO;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 294/2022-SETEC/SR/PF/GO;MDMA;;;7,02;;;;drogas clássicas;
2022;Laudo 2956/2022-INC/DITEC/PF;MDMA;2;;;;;;drogas clássicas;
2022;Laudo 2956/2022-INC/DITEC/PF;MDA;2;;;;;;drogas clássicas;
2022;Laudo 2956/2022-INC/DITEC/PF;MDMA;;;1,73;;;;drogas clássicas;
2022;Laudo 2965/2022-INC/DITEC/PF;MDA;296;;;;;;drogas clássicas;
2022;Laudo 2970/2022-INC/DITEC/PF;MDMA;100;;;;;;drogas clássicas;
2022;Laudo 2977/2022-SETEC/SR/PF/SP;DMT;;;2000,00;;;;drogas clássicas;
2022;Laudo 2990/2022-INC/DITEC/PF;4-F-3-Me-α-PVP;;;104,10;;;;feniletilaminas;
2022;Laudo 2995/2022-INC/DITEC/PF;MDA-19;;;262,55;;;;canabinoides sintéticos;
2022;Laudo 2997/2022-SETEC/SR/PF/SP;DMT;;;816,00;;;;drogas clássicas;
2022;Laudo 2999/2022-INC/DITEC/PF;25B-NBOH;;6;;;;;Feniletilaminas;
2022;Laudo 302/2022-NUTEC/DPF/DRS/MS;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 303/2022-NUTEC/DPF/DRS/MS;MDMA;;;10,63;;;;drogas clássicas;
2022;Laudo 3030/2022-INC/DITEC/PF;Metanfetamina;;;0,03;;;;drogas clássicas;
2022;Laudo 3030/2022-INC/DITEC/PF;Cetamina;;;0,07;;;;Aril-ciclo-alquilaminas;
2022;Laudo 304/2022-NUTEC/DPF/DRS/MS;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 3040/2022-INC/DITEC/PF;5F-MDA-19;;;262,55;;;;canabinoides sintéticos;
2022;Laudo 3059/2022-SETEC/SR/PF/SP;DMT;;;1890,00;;;;drogas clássicas;
2022;Laudo 307/2022-INC/DITEC/PF;Metanfetamina;;;4100,00;;;;drogas clássicas;
2022;Laudo 307/2022-NUTEC/DPF/DRS/MS;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 3077/2022-NUCRIM/SETEC/SR/PF/RJ;2-FMA + 5-MAPB;25;;;;;;mistura: feniletilaminas;
2022;Laudo 3077/2022-NUCRIM/SETEC/SR/PF/RJ;2C-B-FLY;5;;;;;;Feniletilaminas;
2022;Laudo 308/2022-SETEC/SR/PF/CE;MDA;4;;;;;;drogas clássicas;
2022;Laudo 309/2022-NUTEC/DPF/DRS/MS;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 309/2022-NUTEC/DPF/DRS/MS;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 309/2022-NUTEC/DPF/PTS/RS;MDA;;;1000,00;;;;drogas clássicas;
2022;Laudo 310/2022-SETEC/SR/PF/ES;MDMA;100;;;;;;drogas clássicas;
2022;Laudo 310/2022-SETEC/SR/PF/ES;MDMA;100;;;;;;drogas clássicas;
2022;Laudo 310/2022-SETEC/SR/PF/ES;MDMA;174;;;;;;drogas clássicas;
2022;Laudo 310/2022-SETEC/SR/PF/ES;MDMA;200;;;;;;drogas clássicas;
2022;Laudo 3105/2022-INC/DITEC/PF;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 3105/2022-INC/DITEC/PF;Metanfetamina;;;2,12;;;;drogas clássicas;
2022;Laudo 311/2022-NUTEC/DPF/DRS/MS;2C-B;4;;;;;;Feniletilaminas;
2022;Laudo 311/2022-SETEC/SR/PF/AC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 3110/2022-SETEC/SR/PF/RJ;MDMA;;;96,07;;;;drogas clássicas;
2022;Laudo 312/2022-SETEC/SR/PF/AC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 313/2022-NUTEC/DPF/DRS/MS;MDMA;3;;;;;;drogas clássicas;
2022;Laudo 313/2022-SETEC/SR/PF/AC;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 313/2022-SETEC/SR/PF/AC;MDMA;3;;;;;;drogas clássicas;
2022;Laudo 313/2022-SETEC/SR/PF/AC;MDMA;53;;;;;;drogas clássicas;
2022;Laudo 313/2022-SETEC/SR/PF/PE;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 3131/2022-SETEC/SR/PF/SP;Metanfetamina;;;2200,00;;;;drogas clássicas;
2022;Laudo 3134/2022-INC/DITEC/PF;ADB-BUTINACA;;;0,72;;;;canabinoides sintéticos;
2022;Laudo 3134/2022-SETEC/SR/PF/RJ;MDA;;;46,71;;;;drogas clássicas;
2022;Laudo 3141/2022-INC/DITEC/PF;MDA;120;;;;;;drogas clássicas;
2022;Laudo 3141/2022-INC/DITEC/PF;MDA;249;;;;;;drogas clássicas;
2022;Laudo 3141/2022-INC/DITEC/PF;MDA;2;;;;;;drogas clássicas;
2022;Laudo 3141/2022-INC/DITEC/PF;MDA;125;;;;;;drogas clássicas;
2022;Laudo 315/2022-SETEC/SR/PF/AC;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 315/2022-SETEC/SR/PF/PE;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 316/2022-SETEC/SR/PF/AC;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 3167/2022-SETEC/SR/PF/RJ;MDMA;34;;;;;;drogas clássicas;
2022;Laudo 3176/2022-SETEC/SR/PF/SP;DMT;;;3940,00;;;;drogas clássicas;
2022;Laudo 318/2022-SETEC/SR/PF/AC;MDMA;101;;;;;;drogas clássicas;
2022;Laudo 3180/2022-SETEC/SR/PF/SP;MDA;300;;;;;;drogas clássicas;
2022;Laudo 319/2022-INC/DITEC/PF;25E-NBOH;;246;;;;;Feniletilaminas;
2022;Laudo 319/2022-NUTEC/DPF/STS/SP;MDMA;;;24,11;;;;drogas clássicas;
2022;Laudo 3197/2022-SETEC/SR/PF/RJ;GBL;;;;;;1000,00;outras substâncias sintéticas;
2022;Laudo 3199/2022-INC/DITEC/PF;MDA;464;;;;;;drogas clássicas;
2022;Laudo 3199/2022-INC/DITEC/PF;MDA;100;;;;;;drogas clássicas;
2022;Laudo 320/2022-NUTEC/DPF/SMA/RS;MDA;490;;;;;;drogas clássicas;
2022;Laudo 320/2022-SETEC/SR/PF/GO;MDMA;;;4,88;;;;drogas clássicas;
2022;Laudo 320/2022-SETEC/SR/PF/MS;cetamina;;;12,11;;;;Aril-ciclo-alquilaminas;
2022;Laudo 321/2022-SETEC/SR/PF/AC;MDMA;;;4,92;;;;drogas clássicas;
2022;Laudo 3210/2022-SETEC/SR/PF/SP;DMT;;;1756,80;;;;drogas clássicas;
2022;Laudo 322/2022-SETEC/SR/PF/AC;MDMA;50;;;;;;drogas clássicas;
2022;Laudo 3228/2022-INC/DITEC/PF;MDMA;;;0,31;;;;drogas clássicas;
2022;Laudo 3228/2022-SETEC/SR/PF/RJ;GBL;;;;;;2000,00;outras substâncias sintéticas;
2022;Laudo 323/2022-SETEC/SR/PF/AC;MDMA;;;1,24;;;;drogas clássicas;
2022;Laudo 324/2022-SETEC/SR/PF/AC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 3266/2022-SETEC/SR/PF/RJ;GBL;;;;;;2200,00;outras substâncias sintéticas;
2022;Laudo 3267/2022-SETEC/SR/PF/RJ;GBL;;;;;;3177,00;outras substâncias sintéticas;
2022;Laudo 328/2022-SETEC/SR/PF/CE;MDMA;75;;;;;;drogas clássicas;
2022;Laudo 328/2022-SETEC/SR/PF/PE;MDMA;36;;;;;;drogas clássicas;
2022;Laudo 3286/2022-INC/DITEC/PF;Psilocina;;;24,62;;;;Substância de origem vegetal;
2022;Laudo 329/2022-SETEC/SR/PF/PE;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 330/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 330/2022-SETEC/SR/PF/PE;MDMA;23;;;;;;drogas clássicas;
2022;Laudo 331/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 331/2022-SETEC/SR/PF/PE;2C-B;1;;0,86;;;;Feniletilaminas;
2022;Laudo 3312/2022-SETEC/SR/PF/SP;DMT;;;951,00;;;;drogas clássicas;
2022;Laudo 332/2022-NUTEC/DPF/UDI/MG;MDMA;11;;;;;;drogas clássicas;
2022;Laudo 3329/2022-INC/DITEC/PF;N-butil-pentilona;;;248,83;;;;catinonas sintéticas;
2022;Laudo 333/2022-NUTEC/DPF/UDI/MG;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 333/2022-NUTEC/DPF/UDI/MG;MDMA;;;4,90;;;;drogas clássicas;
2022;Laudo 333/2022-SETEC/SR/PF/AC;MDA;30;;;;;;drogas clássicas;
2022;Laudo 334/2022-NUTEC/DPF/PTS/RS;GBL;;;;;;1000,00;outras substâncias sintéticas;
2022;Laudo 334/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 335/2022-NUTEC/DPF/UDI/MG;MDMA;20;;;;;;drogas clássicas;
2022;Laudo 3357/2022-SETEC/SR/PF/SP;MDMA;14;;;;;;drogas clássicas;
2022;Laudo 3357/2022-SETEC/SR/PF/SP;MDA;;;0,39;;;;drogas clássicas;
2022;Laudo 336/2022-NUTEC/DPF/UDI/MG;MDMA;51;;;;;;drogas clássicas;
2022;Laudo 337/2022-NUTEC/DPF/PTS/RS;GBL;;;;;;1500,00;outras substâncias sintéticas;
2022;Laudo 338/2022-SETEC/SR/PF/RR;MDA;15;;;;;;drogas clássicas;
2022;Laudo 340/2022-SETEC/SR/PF/ES;MDA;3;;;;;;drogas clássicas;
2022;Laudo 341/2022-SETEC/SR/PF/AC;MDA;;;4,98;;;;drogas clássicas;
2022;Laudo 341/2022-SETEC/SR/PF/PE;Metanfetamina;;;1,00;;;;drogas clássicas;
2022;Laudo 3410/2022-SETEC/SR/PF/SP;MDMA;;;45,00;;;;drogas clássicas;
2022;Laudo 3420/2022-SETEC/SR/PF/SP;DMT;;;7300,00;;;;drogas clássicas;
2022;Laudo 3421/2022-SETEC/SR/PF/SP;DMT;;;1575,50;;;;drogas clássicas;
2022;Laudo 344/2022-SETEC/SR/PF/AC;MDA;50;;;;;;drogas clássicas;
2022;Laudo 344/2022-SETEC/SR/PF/GO;MDMA;;;1,72;;;;drogas clássicas;
2022;Laudo 3447/2022-SETEC/SR/PF/SP;MDMA;;;40,20;;;;drogas clássicas;
2022;Laudo 345/2022-SETEC/SR/PF/GO;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 346/2022-SETEC/SR/PF/AC;MDA;11;;;;;;drogas clássicas;
2022;Laudo 347/2022-SETEC/SR/PF/AC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 3476/2022-SETEC/SR/PF/SP;DMT;;;997,90;;;;drogas clássicas;
2022;Laudo 3477/2022-SETEC/SR/PF/SP;DMT;;;9892,00;;;;drogas clássicas;
2022;Laudo 348/2022-SETEC/SR/PF/GO;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 348/2022-SETEC/SR/PF/PE;2C-B;10;;;;;;Feniletilaminas;
2022;Laudo 3484/2022-INC/DITEC/PF;MDMA;12;;;;;;drogas clássicas;
2022;Laudo 3484/2022-SETEC/SR/PF/SP;DMT;;;1502,00;;;;drogas clássicas;
2022;Laudo 349/2022-NUTEC/DPF/PTS/RS;GBL;;;;;;1500,00;outras substâncias sintéticas;
2022;Laudo 349/2022-SETEC/SR/PF/GO;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 350/2022-SETEC/SR/PF/PE;MDMA;6;;;;;;drogas clássicas;
2022;Laudo 351/2022-SETEC/SR/PF/MS;Metanfetamina;;;2822,00;;;;drogas clássicas;
2022;Laudo 352/2022-SETEC/SR/PF/GO;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 3524/2022-INC/DITEC/PF;ADB-BUTINACA;;;251,43;;;;canabinoides sintéticos;
2022;Laudo 353/2022-SETEC/SR/PF/GO;Metanfetamina;5;;;;;;drogas clássicas;
2022;Laudo 353/2022-SETEC/SR/PF/PE;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 354/2022-SETEC/SR/PF/GO;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 354/2022-SETEC/SR/PF/PE;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 355/2022-SETEC/SR/PF/GO;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 3553/2022-INC/DITEC/PF;25B-NBOH;;494;;;;;Feniletilaminas;
2022;Laudo 3553/2022-INC/DITEC/PF;25B-NBOH;;498;;;;;Feniletilaminas;
2022;Laudo 356/2022-SETEC/SR/PF/GO;MDMA;26;;;;;;drogas clássicas;
2022;Laudo 357/2022-SETEC/SR/PF/GO;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 357/2022-SETEC/SR/PF/GO;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 357/2022-SETEC/SR/PF/GO;MDMA;20;;;;;;drogas clássicas;
2022;Laudo 359/2022-SETEC/SR/PF/PE;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 3601/2022-INC/DITEC/PF;MDMB-4en-PINACA (com THC);;;;39,00;;;canabinoides sintéticos;
2022;Laudo 3605/2022-INC/DITEC/PF;GBL;;;;;;1500,00;outras substâncias sintéticas;
2022;Laudo 362/2022-SETEC/SR/PF/GO;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 362/2022-SETEC/SR/PF/GO;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 362/2022-SETEC/SR/PF/GO;MDMA;;;5,24;;;;drogas clássicas;
2022;Laudo 363/2022-SETEC/SR/PF/AM;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 363/2022-SETEC/SR/PF/AM;MDA;3;;;;;;drogas clássicas;
2022;Laudo 363/2022-SETEC/SR/PF/AM;MDA;2;;;;;;drogas clássicas;
2022;Laudo 363/2022-SETEC/SR/PF/AM;MDMA;35;;;;;;drogas clássicas;
2022;Laudo 363/2022-SETEC/SR/PF/AM;MDMA;40;;;;;;drogas clássicas;
2022;Laudo 363/2022-SETEC/SR/PF/AM;MDMA;55;;;;;;drogas clássicas;
2022;Laudo 364/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 365/2022-NUTEC/DPF/UDI/MG;2C-D;2;;;;;;Feniletilaminas;
2022;Laudo 366/2022-NUTEC/DPF/UDI/MG;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 367/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 367/2022-SETEC/SR/PF/GO;2C-B;;;0,19;;;;Feniletilaminas;
2022;Laudo 367/2022-SETEC/SR/PF/PE;MDMA;;;0,67;;;;drogas clássicas;
2022;Laudo 367/2022-SETEC/SR/PF/PE;MDMA;21;;;;;;drogas clássicas;
2022;Laudo 368/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 370/2022-NUTEC/DPF/UDI/MG;MDMA;25;;;;;;drogas clássicas;
2022;Laudo 370/2022-SETEC/SR/PF/PA;MDMA;1;;;;;;drogas clássicas;
2022;Laudo 371/2022-NUTEC/DPF/UDI/MG;MDMA;3;;;;;;drogas clássicas;
2022;Laudo 371/2022-NUTEC/DPF/UDI/MG;MDMA;5;;;;;;drogas clássicas;
2022;Laudo 371/2022-NUTEC/DPF/UDI/MG;MDMA;;;2,50;;;;drogas clássicas;
2022;Laudo 372/2022-NUTEC/DPF/UDI/MG;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 3723/2022-SETEC/SR/PF/SP;DMT;;;0,50;;;;drogas clássicas;
2022;Laudo 3723/2022-SETEC/SR/PF/SP;MDA;56;;;;;;drogas clássicas;
2022;Laudo 3723/2022-SETEC/SR/PF/SP;MDA;125;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 373/2022-SETEC/SR/PF/SC;MDMA;10;;;;;;drogas clássicas;
2022;Laudo 374/2022-SETEC/SR/PF/SC;MDA;340;;;;;;drogas clássicas;
2022;Laudo 375/2022-SETEC/SR/PF/GO;MDMA;;;0,48;;;;drogas clássicas;
2022;Laudo 375/2022-SETEC/SR/PF/GO;Anfetamina;;;0,48;;;;drogas clássicas;
2022;Laudo 3759/2022-SETEC/SR/PF/SP;MDA;10;;;;;;drogas clássicas;
2022;Laudo 376/2022-NUCRIM/SETEC/SR/PF/RJ;GBL;;;;;;2500,00;outras substâncias sintéticas;
2022;Laudo 376/2022-NUTEC/DPF/UDI/MG;MDA;241;;;;;;drogas clássicas;
2022;Laudo 3769/2022-SETEC/SR/PF/SP;DMT;;;6031,00;;;;drogas clássicas;
2022;Laudo 377/2022-NUCRIM/SETEC/SR/PF/RJ;GBL;;;;;;2800,00;outras substâncias sintéticas;
2022;Laudo 377/2022-SETEC/SR/PF/SC;MDA;75;;;;;;drogas clássicas;
2022;Laudo 377/2022-SETEC/SR/PF/SC;MDA;100;;;;;;drogas clássicas;
2022;Laudo 377/2022-SETEC/SR/PF/SC;MDA;75;;;;;;drogas clássicas;
2022;Laudo 377/2022-SETEC/SR/PF/SC;MDA;250;;;;;;drogas clássicas;
2022;Laudo 3773/2022-INC/DITEC/PF;MDA;100;;;;;;drogas clássicas;
2022;Laudo 3774/2022-INC/DITEC/PF;MDA;1000;;;;;;drogas clássicas;
2022;Laudo 3776/2022-INC/DITEC/PF;MDA;50;;;;;;drogas clássicas;
2022;Laudo 378/2022-SETEC/SR/PF/SC;MDMA;45;;;;;;drogas clássicas;
2022;Laudo 3781/2022-INC/DITEC/PF;MDA;592;;;;;;drogas clássicas;
2022;Laudo 379/2022-SETEC/SR/PF/PR;N-ETILHEXEDRONA;;;25,43;;;;catinonas sintéticas;
2022;Laudo 379/2022-SETEC/SR/PF/SC;MDA;50;;;;;;drogas clássicas;
2022;Laudo 379/2022-SETEC/SR/PF/SC;MDA;50;;;;;;drogas clássicas;
2022;Laudo 379/2022-SETEC/SR/PF/SC;MDA;50;;;;;;drogas clássicas;
2022;Laudo 3792/2022-SETEC/SR/PF/SP;DMT;;;1653,70;;;;drogas clássicas;
2022;Laudo 380/2022-SETEC/SR/PF/CE;MDA;6;;;;;;drogas clássicas;
2022;Laudo 380/2022-SETEC/SR/PF/CE;MDA;4;;;;;;drogas clássicas;
2022;Laudo 3818/2022-SETEC/SR/PF/SP;DMT;;;5100,00;;;;drogas clássicas;
2022;Laudo 384/2022-SETEC/SR/PF/BA;MDMA;51;;;;;;drogas clássicas;
2022;Laudo 3854/2022-SETEC/SR/PF/SP;DMT;;;4661,60;;;;drogas clássicas;
2022;Laudo 386/2022-SETEC/SR/PF/PR;MDMA;110;;;;;;drogas clássicas;
2022;Laudo 3867/2022-SETEC/SR/PF/SP;DMT;;;1975,00;;;;drogas clássicas;
2022;Laudo 387/2022-SETEC/SR/PF/CE;MDMA;90;;;;;;drogas clássicas;
2022;Laudo 387/2022-SETEC/SR/PF/MT;MDA;31;;;;;;drogas clássicas;
